A01AA01;2005;100;018759;;;;7.7;0;7.7;496.1;2.6;;;
A01AA01;2005;101;018759;7.7;7.7;496.1;;;;;;;;
A01AA01;2005;300;018759;;;;;;;;;7.7;7.7;
A01AA01;2005;100;042846;;;;0.1;0;0.1;30;0;;;
A01AA01;2005;101;042846;0.1;0.1;30;;;;;;;;
A01AA01;2005;300;042846;;;;;;;;;0.1;0.1;
A01AA01;2005;100;043158;;;;0.1;0;0.1;89.2;0;;;
A01AA01;2005;101;043158;0.1;0.1;89.2;;;;;;;;
A01AA01;2005;300;043158;;;;;;;;;0.1;0.1;
A01AA01;2005;100;043208;;;;0;0;0;84.2;0;;;
A01AA01;2005;101;043208;0;0;84.2;;;;;;;;
A01AA01;2005;300;043208;;;;;;;;;0;0;
A01AA01;2005;100;071589;;;;1.7;0;1.7;440.7;0;;;
A01AA01;2005;101;071589;1.7;1.7;440.7;;;;;;;;
A01AA01;2005;200;071589;0;0;0.8;;;;;;;;
A01AA01;2005;300;071589;;;;;;;;;1.7;1.7;
A01AA01;2005;100;175455;;;;18.1;0.1;18.1;948.5;4.6;;;
A01AA01;2005;103;175455;1.4;1.4;77.1;;;;;;;;
A01AA01;2005;105;175455;16.7;16.7;871.2;;;;;;;;
A01AA01;2005;106;175455;0;0;0.3;;;;;;;;
A01AA01;2005;200;175455;0;0;0.4;;;;;;;;
A01AA01;2005;300;175455;;;;;;;;;18.1;18.1;
A01AA01;2005;100;416859;;;;2.2;0;2.2;553.7;0;;;
A01AA01;2005;101;416859;2.2;2.2;553.7;;;;;;;;
A01AA01;2005;200;416859;0;0;1.4;;;;;;;;
A01AA01;2005;300;416859;;;;;;;;;2.2;2.2;
A01AA01;2005;100;416867;;;;0.2;0;0.2;295.8;0;;;
A01AA01;2005;101;416867;0.2;0.2;295.8;;;;;;;;
A01AA01;2005;300;416867;;;;;;;;;0.2;0.2;
A01AB02;2005;100;160663;;;;46.5;0;4649.6;817.8;0.1;;;
A01AB02;2005;103;160663;0.5;47.1;9.6;;;;;;;;
A01AB02;2005;105;160663;46;4599.3;807.7;;;;;;;;
A01AB02;2005;106;160663;0;3.2;0.5;;;;;;;;
A01AB02;2005;200;160663;0.3;29.8;2.9;;;;;;;;
A01AB02;2005;300;160663;;;;;;;;;46.8;4679.4;
A01AB02;2005;100;160671;;;;17.7;0;5309.4;462.2;0.3;;;
A01AB02;2005;103;160671;0.5;138.9;14.1;;;;;;;;
A01AB02;2005;105;160671;17.2;5169.9;448;;;;;;;;
A01AB02;2005;106;160671;0;0.6;0;;;;;;;;
A01AB02;2005;200;160671;0;1.2;0.1;;;;;;;;
A01AB02;2005;300;160671;;;;;;;;;17.7;5310.6;
A01AB02;2005;100;160689;;;;8.9;0;4429.5;307.8;0;;;
A01AB02;2005;103;160689;0.6;322.5;25;;;;;;;;
A01AB02;2005;105;160689;8.2;4107;282.8;;;;;;;;
A01AB02;2005;200;160689;0.7;373.5;16.6;;;;;;;;
A01AB02;2005;300;160689;;;;;;;;;9.6;4803;
A01AB02;2005;100;160762;;;;4.3;0;4349;216;0;;;
A01AB02;2005;103;160762;1;959;51.2;;;;;;;;
A01AB02;2005;105;160762;3.4;3389;164.7;;;;;;;;
A01AB02;2005;106;160762;0;1;0;;;;;;;;
A01AB02;2005;200;160762;1.2;1161;40.7;;;;;;;;
A01AB02;2005;300;160762;;;;;;;;;5.5;5510;
A01AB02;2005;100;741520;;;;0.2;0;17.2;0.9;0;;;
A01AB02;2005;200;741520;0.3;26.2;2.6;;;;;;;;
