A01AA01;1996;100;042846;;;;0.1;0;0.1;33.2;0;;;
A01AA01;1996;101;042846;0.1;0.1;33.2;;;;;;;;
A01AA01;1996;100;043158;;;;0;0;0;18.2;0;;;
A01AA01;1996;101;043158;0;0;18.2;;;;;;;;
A01AA01;1996;100;043208;;;;0;0;0;9.7;0;;;
A01AA01;1996;101;043208;0;0;9.7;;;;;;;;
A01AA01;1996;100;071589;;;;1.6;0;1.6;426;0;;;
A01AA01;1996;101;071589;1.6;1.6;426;;;;;;;;
A01AA01;1996;100;175455;;;;6.8;0;6.8;378.1;0.3;;;
A01AA01;1996;101;175455;6.8;6.8;378.1;;;;;;;;
A01AA01;1996;100;416859;;;;1.6;0;1.6;440.3;0;;;
A01AA01;1996;101;416859;1.6;1.6;440.3;;;;;;;;
A01AA01;1996;100;416867;;;;0.1;0;0.1;257.1;0;;;
A01AA01;1996;101;416867;0.1;0.1;257.1;;;;;;;;
A01AA01;1996;100;437889;;;;0.9;0;0.9;41.5;0;;;
A01AA01;1996;101;437889;0.9;0.9;41.5;;;;;;;;
A01AB02;1996;100;160663;;;;117.8;0;11775;1618.2;0;;;
A01AB02;1996;102;160663;0.9;89.1;12.4;;;;;;;;
A01AB02;1996;104;160663;116.9;11685.9;1605.8;;;;;;;;
A01AB02;1996;100;160671;;;;40.4;0;12125.7;881;0.2;;;
A01AB02;1996;102;160671;0.5;160.8;11.4;;;;;;;;
A01AB02;1996;104;160671;39.9;11964.9;869.6;;;;;;;;
A01AB02;1996;100;160689;;;;13.6;0;6791;408.6;0;;;
A01AB02;1996;102;160689;0.4;194.5;11;;;;;;;;
A01AB02;1996;104;160689;13.2;6596.5;397.6;;;;;;;;
A01AB02;1996;100;160762;;;;5.7;0;5712;249.3;0;;;
A01AB02;1996;102;160762;0.5;522;21.5;;;;;;;;
A01AB02;1996;104;160762;5.2;5190;227.7;;;;;;;;
A01AB03;1996;100;000619;;;;0;0;0;0;0;;;
A01AB03;1996;102;000619;0;0;0;;;;;;;;
A01AB03;1996;100;519306;;;;49.3;0;820.9;1136.7;0;;;
A01AB03;1996;102;519306;1.7;29;39.2;;;;;;;;
A01AB03;1996;104;519306;47.5;791.9;1097.5;;;;;;;;
A01AB03;1996;100;519314;;;;13.5;0;450;552.4;0.8;;;
A01AB03;1996;102;519314;1.2;40.9;49.5;;;;;;;;
A01AB03;1996;104;519314;12.3;409.1;502.9;;;;;;;;
A01AB04;1996;100;117747;;;;2.8;2.8;42.6;479.9;228.9;;;
A01AB04;1996;101;117747;2.8;42.6;479.9;;;;;;;;
A01AB04;1996;100;384495;;;;1.3;1.3;20.1;218.5;108.6;;;
A01AB04;1996;101;384495;1.3;20.1;218.5;;;;;;;;
A01AB04;1996;100;570226;;;;3.9;3.9;58.5;635.1;315.6;;;
A01AB04;1996;101;570226;3.9;58.5;635.1;;;;;;;;
A01AB09;1996;100;045294;;;;6.6;6.5;52.6;1188.8;529.7;;;
A01AB09;1996;101;045294;6.6;52.6;1188.8;;;;;;;;
A01AB09;1996;100;050963;;;;21.1;20.9;84.3;2274.9;1028.1;;;
A01AB09;1996;101;050963;21.1;84.3;2274.9;;;;;;;;
A01AB09;1996;100;374652;;;;0.5;0.5;2.1;52.3;25.8;;;
A01AB09;1996;101;374652;0.5;2.1;52.3;;;;;;;;
A01AB09;1996;100;374660;;;;0.1;0.1;1.1;22.6;11.1;;;
A01AB09;1996;101;374660;0.1;1.1;22.6;;;;;;;;
A01AB09;1996;100;388793;;;;0.1;0.1;0.3;6.1;3.1;;;
A01AB09;1996;101;388793;0.1;0.3;6.1;;;;;;;;
A01AB09;1996;100;388801;;;;0;0;0.1;2.4;1.2;;;
A01AB09;1996;101;388801;0;0.1;2.4;;;;;;;;
A01AB13;1996;100;103887;;;;0;0;0;22.7;0;;;
A01AB13;1996;101;103887;0;0;22.7;;;;;;;;
A01AB17;1996;100;181537;;;;0.8;0;0.5;404.8;0;;;
A01AB17;1996;101;181537;0.8;0.5;404.8;;;;;;;;
A01AB17;1996;100;427450;;;;1.7;0;3.3;1157.4;0;;;
A01AB17;1996;101;427450;1.7;3.3;1157.4;;;;;;;;
