A01AA01;2018;100;066411;;;;173;2.3;173;13097.6;146.1;;;
A01AA01;2018;101;066411;173;173;13097.6;;;;;;;;
A01AA01;2018;200;066411;0.9;0.9;47.8;;;;;;;;
A01AA01;2018;300;066411;;;;;;;;;173.9;173.9;
A01AA01;2018;100;071589;;;;2.7;0;2.7;767.3;0.3;;;
A01AA01;2018;101;071589;2.7;2.7;767.3;;;;;;;;
A01AA01;2018;200;071589;0;0;1;;;;;;;;
A01AA01;2018;300;071589;;;;;;;;;2.7;2.7;
A01AA01;2018;100;416859;;;;3.4;0;3.4;939.9;0;;;
A01AA01;2018;101;416859;3.4;3.4;939.9;;;;;;;;
A01AA01;2018;200;416859;0;0;4.3;;;;;;;;
A01AA01;2018;300;416859;;;;;;;;;3.4;3.4;
A01AA01;2018;100;498492;;;;1.7;0;1.7;465.4;0.5;;;
A01AA01;2018;101;498492;1.7;1.7;465.4;;;;;;;;
A01AA01;2018;300;498492;;;;;;;;;1.7;1.7;
A01AA01;2018;100;505910;;;;0;0;0;6.2;0;;;
A01AA01;2018;101;505910;0;0;6.2;;;;;;;;
A01AA01;2018;300;505910;;;;;;;;;0;0;
A01AB02;2018;100;741538;;;;0;0;1;0.3;0;;;
A01AB02;2018;300;741538;;;;;;;;;0;1;
A01AB09;2018;100;050963;;;;31.2;0.9;124.7;1867.7;50.8;;;
A01AB09;2018;101;050963;31.2;124.7;1867.7;;;;;;;;
A01AB09;2018;200;050963;4.6;18.6;172.3;;;;;;;;
A01AB09;2018;300;050963;;;;;;;;;35.8;143.3;
A01AB09;2018;100;373468;;;;9.5;0.3;38.1;560.9;17;;;
A01AB09;2018;101;373468;9.5;38.1;560.9;;;;;;;;
A01AB09;2018;200;373468;0;0;0;;;;;;;;
A01AB09;2018;300;373468;;;;;;;;;9.5;38.1;
A01AB09;2018;100;476729;;;;0.5;0;1.9;31.4;1;;;
A01AB09;2018;101;476729;0.5;1.9;31.4;;;;;;;;
A01AB09;2018;200;476729;0;0.1;1.2;;;;;;;;
A01AB09;2018;300;476729;;;;;;;;;0.5;2;
A01AD02;2018;100;438983;;;;1.1;0;53.6;126.4;3.1;;;
A01AD02;2018;101;438983;1.1;53.6;126.4;;;;;;;;
A01AD02;2018;300;438983;;;;;;;;;1.1;53.6;
A01AD02;2018;100;484618;;;;12.7;0.3;633.1;1501.5;34.8;;;
A01AD02;2018;101;484618;12.7;633.1;1501.5;;;;;;;;
A01AD02;2018;200;484618;2.5;125.7;231.2;;;;;;;;
A01AD02;2018;300;484618;;;;;;;;;15.2;758.8;
A01AD02;2018;100;592803;;;;8.6;0;42.9;712.9;0.6;;;
A01AD02;2018;102;592803;0.2;0.9;15.7;;;;;;;;
A01AD02;2018;104;592803;8.4;42;697.2;;;;;;;;
A01AD02;2018;200;592803;0;0.1;1.6;;;;;;;;
A01AD02;2018;300;592803;;;;;;;;;8.6;43;
A01AD11;2018;100;056036;;;;1.1;0;11;144.6;1.3;;;
A01AD11;2018;101;056036;1.1;11;144.6;;;;;;;;
A01AD11;2018;300;056036;;;;;;;;;1.1;11;
A02AA04;2018;100;004659;;;;5;0.1;33.4;215.7;2.5;;;
A02AA04;2018;103;004659;1.9;12.8;91.7;;;;;;;;
A02AA04;2018;105;004659;3;20;120;;;;;;;;
A02AA04;2018;106;004659;0.1;0.5;4.1;;;;;;;;
A02AA04;2018;200;004659;2.6;17;54.9;;;;;;;;
A02AA04;2018;300;004659;;;;;;;;;7.6;50.4;
A02AA04;2018;100;004676;;;;12.7;0.6;424.9;994.5;40.2;;;
A02AA04;2018;103;004676;6.7;224.4;538.5;;;;;;;;
