A01AA01;2004;100;042846;;;;0;0;0;21.3;0;;;
A01AA01;2004;101;042846;0;0;21.3;;;;;;;;
A01AA01;2004;300;042846;;;;;;;;;0;0;
A01AA01;2004;100;043158;;;;0.1;0;0.1;54.6;0;;;
A01AA01;2004;101;043158;0.1;0.1;54.6;;;;;;;;
A01AA01;2004;300;043158;;;;;;;;;0.1;0.1;
A01AA01;2004;100;043208;;;;0;0;0;24.4;0;;;
A01AA01;2004;101;043208;0;0;24.4;;;;;;;;
A01AA01;2004;300;043208;;;;;;;;;0;0;
A01AA01;2004;100;071589;;;;1.7;0;1.7;428;0;;;
A01AA01;2004;101;071589;1.7;1.7;428;;;;;;;;
A01AA01;2004;200;071589;0;0;0.3;;;;;;;;
A01AA01;2004;300;071589;;;;;;;;;1.7;1.7;
A01AA01;2004;100;175455;;;;18.5;0.1;18.5;954.9;4.2;;;
A01AA01;2004;103;175455;1.3;1.3;73.4;;;;;;;;
A01AA01;2004;105;175455;17.2;17.2;881.4;;;;;;;;
A01AA01;2004;106;175455;0;0;0.1;;;;;;;;
A01AA01;2004;200;175455;0;0;1;;;;;;;;
A01AA01;2004;300;175455;;;;;;;;;18.5;18.5;
A01AA01;2004;100;416859;;;;2.1;0;2.1;556.2;0;;;
A01AA01;2004;101;416859;2.1;2.1;556.2;;;;;;;;
A01AA01;2004;200;416859;0;0;2.3;;;;;;;;
A01AA01;2004;300;416859;;;;;;;;;2.2;2.2;
A01AA01;2004;100;416867;;;;0.2;0;0.2;309.2;0;;;
A01AA01;2004;101;416867;0.2;0.2;309.2;;;;;;;;
A01AA01;2004;300;416867;;;;;;;;;0.2;0.2;
A01AB02;2004;100;160663;;;;51.4;0;5139.2;771.8;0.1;;;
A01AB02;2004;103;160663;0.5;54.7;9.4;;;;;;;;
A01AB02;2004;105;160663;50.8;5079.8;761.7;;;;;;;;
A01AB02;2004;106;160663;0;4.7;0.6;;;;;;;;
A01AB02;2004;200;160663;0.1;8.5;0.8;;;;;;;;
A01AB02;2004;300;160663;;;;;;;;;51.5;5147.7;
A01AB02;2004;100;160671;;;;18.2;0;5464.8;430.6;0.5;;;
A01AB02;2004;103;160671;0.5;149.1;13.7;;;;;;;;
A01AB02;2004;105;160671;17.7;5313.3;416.8;;;;;;;;
A01AB02;2004;106;160671;0;2.4;0.2;;;;;;;;
A01AB02;2004;200;160671;0;1.5;0.1;;;;;;;;
A01AB02;2004;300;160671;;;;;;;;;18.2;5466.3;
A01AB02;2004;100;160689;;;;8.3;0;4166;272.8;0;;;
A01AB02;2004;103;160689;0.5;252;18.7;;;;;;;;
A01AB02;2004;105;160689;7.8;3913.5;254.2;;;;;;;;
A01AB02;2004;106;160689;0;0.5;0;;;;;;;;
A01AB02;2004;200;160689;1.2;592.5;26.5;;;;;;;;
A01AB02;2004;300;160689;;;;;;;;;9.5;4758.5;
A01AB02;2004;100;160762;;;;4.4;0;4403;210.5;0;;;
A01AB02;2004;103;160762;0.9;884;45.2;;;;;;;;
A01AB02;2004;105;160762;3.5;3519;165.3;;;;;;;;
A01AB02;2004;200;160762;1.2;1239;43.4;;;;;;;;
A01AB02;2004;300;160762;;;;;;;;;5.6;5642;
A01AB02;2004;100;741520;;;;0.2;0;24.5;2.5;0;;;
A01AB02;2004;200;741520;0.5;54.5;5.4;;;;;;;;
A01AB02;2004;300;741520;;;;;;;;;0.8;79;
A01AB02;2004;100;741538;;;;0;0;7;0.3;0;;;
A01AB02;2004;200;741538;0.7;354.5;16.3;;;;;;;;
A01AB02;2004;300;741538;;;;;;;;;0.7;361.5;
A01AB02;2004;200;741546;0;16;0.6;;;;;;;;
A01AB02;2004;300;741546;;;;;;;;;0;16;
A01AB02;2004;100;748830;;;;0;0;1;0.1;0;;;
A01AB02;2004;200;748830;0;1;0.1;;;;;;;;
A01AB02;2004;300;748830;;;;;;;;;0;2;
A01AB02;2004;200;748848;0;185;8;;;;;;;;
A01AB02;2004;300;748848;;;;;;;;;0;185;
A01AB03;2004;100;000619;;;;4.6;0;76.7;183.1;0.2;;;
A01AB03;2004;103;000619;0.6;10.4;27;;;;;;;;
A01AB03;2004;105;000619;3.9;65.2;155.4;;;;;;;;
A01AB03;2004;106;000619;0.1;1.2;0.7;;;;;;;;
A01AB03;2004;200;000619;0;0.4;0.9;;;;;;;;
A01AB03;2004;300;000619;;;;;;;;;4.6;77.2;
A01AB03;2004;100;000633;;;;3.1;0;103.1;203;0.9;;;
A01AB03;2004;103;000633;1;34.3;70.3;;;;;;;;
A01AB03;2004;105;000633;2.1;68.9;132.7;;;;;;;;
A01AB03;2004;200;000633;0;0;0.1;;;;;;;;
A01AB03;2004;300;000633;;;;;;;;;3.1;103.2;
A01AB03;2004;100;003964;;;;0;0;0;9.7;0;;;
A01AB03;2004;102;003964;0;0;9.7;;;;;;;;
A01AB03;2004;300;003964;;;;;;;;;0;0;
A01AB04;2004;100;407403;;;;4.8;4.8;72.2;496.1;278.3;;;
A01AB04;2004;101;407403;4.8;72.2;496.1;;;;;;;;
A01AB04;2004;200;407403;0.2;2.9;14.6;;;;;;;;
A01AB04;2004;300;407403;;;;;;;;;5;75.1;
A01AB09;2004;100;050963;;;;43;42.7;172.2;2873.6;1546.8;;;
A01AB09;2004;101;050963;43;172.2;2873.6;;;;;;;;
A01AB09;2004;200;050963;1.7;6.9;76.1;;;;;;;;
A01AB09;2004;300;050963;;;;;;;;;44.8;179.1;
A01AB17;2004;100;009179;;;;0.3;0;0.2;149.6;0;;;
A01AB17;2004;101;009179;0.3;0.2;149.6;;;;;;;;
A01AB17;2004;300;009179;;;;;;;;;0.3;0.2;
A01AB17;2004;100;009317;;;;1.1;0;2.3;761.6;0;;;
A01AB17;2004;101;009317;1.1;2.3;761.6;;;;;;;;
A01AB17;2004;200;009317;0;0;1.1;;;;;;;;
A01AB17;2004;300;009317;;;;;;;;;1.1;2.3;
